image_name,comment_number,comment,,,,,,,
4461953198.jpg,0, a flagman holding a stop sing out on a country road with green trees and mailboxes .,,,,,,,
4461953198.jpg,1, A road worker wearing yellow reflective vest is holding on the mobile stop sign .,,,,,,,
4461953198.jpg,2, A cop wearing a high-visibility vest is holding a stop sign .,,,,,,,
4461953198.jpg,3, A road worker is holding a stop sign to direct traffic .,,,,,,,
4461953198.jpg,4, A man holding up a stop sign .,,,,,,,
446243490.jpg,0, A woman is sitting on a beach holding a carry-out box with houses and buildings in the background .,,,,,,,
446243490.jpg,1, Middle-aged woman ,,,,,,,
446243490.jpg,2, A woman wearing black is carrying a container of food .,,,,,,,
446243490.jpg,3, A redheaded woman holding a container on a beach .,,,,,,,
446243490.jpg,4, A woman holding a small box on the beach .,,,,,,,
4462840824.jpg,0, An elderly couple are sitting on a park bench while looking at a pamphlet .,,,,,,,
4462840824.jpg,1, An elderly couple sit on a bench in a park looking at a map .,,,,,,,
4462840824.jpg,2, Both are looking at the map to find out the direction .,,,,,,,
4462840824.jpg,3, An elderly couple reads a map on a park bench .,,,,,,,
4462840824.jpg,4, an older couple reading a map,,,,,,,
446286714.jpg,0, The older man with the shopping bag and cane is sitting on a bench .,,,,,,,
446286714.jpg,1, An old man in a coat and hat sitting on a park bench .,,,,,,,
446286714.jpg,2, An older man wearing a brown coat siting on a bench .,,,,,,,
446286714.jpg,3, Old man in tan jacket and black cap sitting on bench,,,,,,,
446286714.jpg,4, An elderly man is sitting on a bench .,,,,,,,
446291803.jpg,0, Two women sitting on a bench in front of a tennis court near a building complex .,,,,,,,
446291803.jpg,1, Two people sit on a park bench while watching a neighborhood tennis match .,,,,,,,
446291803.jpg,2, Two people with red scarves on their heads are watching tennis .,,,,,,,
446291803.jpg,3, These woman are watching people play tennis from a bench .,,,,,,,
446291803.jpg,4, Two individuals watch a tennis match .,,,,,,,
4462984753.jpg,0, A kiteboarder wearing a helmet and goggles rides across a snowy landscape .,,,,,,,
4462984753.jpg,1, The lady in the blue jacket is sky driving into the south pole .,,,,,,,
4462984753.jpg,2, Person holds onto tightropes in a snowy landscape .,,,,,,,
4462984753.jpg,3, A young man is having fun snowboarding .,,,,,,,
4462984753.jpg,4, A man hooked up and ready to fly .,,,,,,,
4463063933.jpg,0, Two young blond children are inspecting the lobster tank in a store .,,,,,,,
4463063933.jpg,1, Two young children looking at fresh lobster in the grocery store .,,,,,,,
4463063933.jpg,2, Two little kids looking in a lobster case in a grocery store .,,,,,,,
4463063933.jpg,3, Two little kids are intrigued by some food at a market .,,,,,,,
4463063933.jpg,4, Two children peer inside a display case .,,,,,,,
4463205759.jpg,0, A man with his backpack walks down the street listening to his iPod .,,,,,,,
4463205759.jpg,1, A man walking down the street next to a glass building .,,,,,,,
4463205759.jpg,2, A man in red walking in front of a wall of windows .,,,,,,,
4463205759.jpg,3, Young man with backpack passing a subway station .,,,,,,,
4463205759.jpg,4, A male in a red shirt walks past an escalator .,,,,,,,
4463211241.jpg,0, An Indian lady ,,,,,,,
4463211241.jpg,1, A black-haired woman is riding on a subway .,,,,,,,
4463211241.jpg,2, A woman with dark hair is sitting down .,,,,,,,
4463211241.jpg,3, Woman with dark hair sits on train .,,,,,,,
4463211241.jpg,4, A woman sitting inside a train car .,,,,,,,
4463229405.jpg,0, A bicyclist waiting for traffic to pass so he can cross the street .,,,,,,,
4463229405.jpg,1, A man in a white polo shirt walks his red bike across a crosswalk .,,,,,,,
4463229405.jpg,2, A man with a beard is walking his bike across the street .,,,,,,,
4463229405.jpg,3, A man with a bicycle walks by a street crossing .,,,,,,,
4463229405.jpg,4, A man is riding a bicycle in the street .,,,,,,,
4463424891.jpg,0, Young boy walking through a single toned area wearing a blacked and orange coat .,,,,,,,
4463424891.jpg,1, A small boy holding a stick is walking through the dirt outside of a building .,,,,,,,
4463424891.jpg,2, A young boy walking through the courtyard of ruined buildings .,,,,,,,
4463424891.jpg,3, A child in black and red jacket running .,,,,,,,
4463424891.jpg,4, A small child playing in a dusty square .,,,,,,,
4463461957.jpg,0, An Asian woman in a bikini top and black skirt holds a popsicle and a set of keys .,,,,,,,
4463461957.jpg,1, A woman holds a frozen pop sickle and keys in her right hand .,,,,,,,
4463461957.jpg,2, A woman in a bikini top and black skirt eating a popsicle .,,,,,,,
4463461957.jpg,3, A girl in a bikini enjoys a Popsicle outdoors .,,,,,,,
4463461957.jpg,4, A woman in a swimsuit is holding a popsicle,,,,,,,
4463538995.jpg,0, A woman holds sticks attached to large striped banners ,,,,,,,
4463538995.jpg,1, A person in a red jacket with black pants holding rainbow ribbons .,,,,,,,
4463538995.jpg,2, A woman in the red jacket is holding two multicolored ribbons .,,,,,,,
4463538995.jpg,3, A person wearing a red jacket holding rainbow streamers .,,,,,,,
4463538995.jpg,4, a woman twirling multicolored ribbons,,,,,,,
4463549100.jpg,0, Two women walking away on a sidewalk ,,,,,,,
4463549100.jpg,1, Gothic-dressed woman walking down a street carrying a shopping bag .,,,,,,,
4463549100.jpg,2, A woman is walking in the city holding a shopping bag .,,,,,,,
4463549100.jpg,3, Two women walking around in a city .,,,,,,,
4463549100.jpg,4, A goth woman goes shopping .,,,,,,,
4463772847.jpg,0, A soldier on the stairs sitting crossed-legged on a chair with a rifle hanging from the armrest .,,,,,,,
4463772847.jpg,1, A solider in a tan uniform is sitting outside of a building ,,,,,,,
4463772847.jpg,2, A guard sits in a lawn chair while his gun leans at his side .,,,,,,,
4463772847.jpg,3, A man in a uniform sits on a chair with a rifle at his side .,,,,,,,
4463772847.jpg,4, A man is posing while sitting with his weapon beside him .,,,,,,,
4463772983.jpg,0, An old woman sits on a red seat ,,,,,,,
4463772983.jpg,1, an old foreign woman laying on a red blanket while cutting a colorful decoration .,,,,,,,
4463772983.jpg,2, An elderly woman is working with felt ,,,,,,,
4463772983.jpg,3, old woman in white cutting colorful craft like sheets .,,,,,,,
4463772983.jpg,4, A woman cutting fabric flowers in a market .,,,,,,,
4463818813.jpg,0, An elderly woman walking with a cane ,,,,,,,
4463818813.jpg,1, An older woman with a cane is walking with a sign around her neck .,,,,,,,
4463818813.jpg,2, The older lady is walking with the help of a cane .,,,,,,,
4463818813.jpg,3, An elderly woman is walking with a cane .,,,,,,,
4463818813.jpg,4, A old woman begging .,,,,,,,
4463883091.jpg,0, An artist sitting on the road beside a white Mercedes car is painting a picture of a house corridor .,,,,,,,
4463883091.jpg,1, A man in a jumpsuit is painting a scene on a canvas ,,,,,,,
4463883091.jpg,2, A man is painting a picture while on the sidewalk of the street .,,,,,,,
4463883091.jpg,3, A man is painting a city scene on a canvas in the street .,,,,,,,
4463883091.jpg,4, A painter is painting on the side of the road .,,,,,,,
4463998783.jpg,0, A man with a jacket and red shirt sits at a park bench as a dog with a plaid jacket stands near .,,,,,,,
4463998783.jpg,1, An older gentleman wearing a beret sitting on the bench holding a leash and waiting for his dog .,,,,,,,
4463998783.jpg,2, A man with glasses and a hat sitting on a bench outside holding a dog leash .,,,,,,,
4463998783.jpg,3, A man wearing a black coat sits on a park bench with a dog standing nearby .,,,,,,,
4463998783.jpg,4, An elderly man sitting in a park bench .,,,,,,,
4464016205.jpg,0, The woman is wearing a yellow coat and is walking down a city block that seems upset .,,,,,,,
4464016205.jpg,1, Older female walking down city sidewalk in a yellow jacket holding a black Zales bag .,,,,,,,
4464016205.jpg,2, An older woman walking with a look of distress on her face .,,,,,,,
4464016205.jpg,3, A woman is crying as she walks down a street .,,,,,,,
4464016205.jpg,4, A woman is walking along the sidewalk .,,,,,,,
4464109232.jpg,0, A woman in a purple coat and black cap sits on a short brick wall near a trashcan .,,,,,,,
4464109232.jpg,1, An older woman sitting next to a garbage can working on something .,,,,,,,
4464109232.jpg,2, A woman in a purple jacket sits near a trashcan .,,,,,,,
4464109232.jpg,3, an old women sitting by a trashcan .,,,,,,,
4464109232.jpg,4, A woman sitting by a garbage can .,,,,,,,
4464176007.jpg,0, A middle-aged man is reading the newspaper and drinking Starbucks coffee in the park .,,,,,,,
4464176007.jpg,1, A well dressed man drinking coffee and reading the paper on a park bench .,,,,,,,
4464176007.jpg,2, Man reads newspaper in a park while drinking Starbuck 's coffee .,,,,,,,
4464176007.jpg,3, A man sitting on a bench in a park reads the newspaper .,,,,,,,
4464176007.jpg,4, A man is sitting in the bench while reading a magazine .,,,,,,,
4464227525.jpg,0, A balding man in a gray jacket reads the newspaper while riding on public transportation .,,,,,,,
4464227525.jpg,1, An older gentleman with disheveled hair and a blue jacket reads a pamphlet on the subway .,,,,,,,
4464227525.jpg,2, Elderly man sitting on a blue couch reading a paper .,,,,,,,
4464227525.jpg,3, An old man on a train reading a newspaper .,,,,,,,
4464227525.jpg,4, A man sitting and reading .,,,,,,,
4464227673.jpg,0, The young man is listening to some smoothing music ,,,,,,,
4464227673.jpg,1, Someone falls asleep on the train listening to their music .,,,,,,,
4464227673.jpg,2, A man with headphones in ,,,,,,,
4464227673.jpg,3, A man in a black jacket sitting on a bus with earphones .,,,,,,,
4464227673.jpg,4, An Asian man on a train wearing headphones .,,,,,,,
4464247181.jpg,0, A woman sitting on a bench next to someone wearing a hat and sitting in a wheelchair .,,,,,,,
4464247181.jpg,1, An elderly person in a wheelchair next to a girl sitting on a bench .,,,,,,,
4464247181.jpg,2, A woman is sitting on a bench next to a person in a wheelchair .,,,,,,,
4464247181.jpg,3, A woman puts her arm on a person sitting in a wheelchair .,,,,,,,
4464247181.jpg,4, Lady out with a elder person in wheelchair ,,,,,,,
4464336890.jpg,0, Street vendors make sales on the sidewalk while cars pass on the busy city streets beside them .,,,,,,,
4464336890.jpg,1, urban street busy with traffic with man selling something to a woman with his stand .,,,,,,,
4464336890.jpg,2, A dark-haired man with a mustache is sitting by a curb near busy traffic .,,,,,,,
4464336890.jpg,3, A street vendor with dark hair and glasses ,,,,,,,
4464336890.jpg,4, A man is sitting on a chair on a sidewalk .,,,,,,,
4464415997.jpg,0, People walking on a walkway during the day with apartments to their left .,,,,,,,
4464415997.jpg,1, A few people walking in the distance of a small town .,,,,,,,
4464415997.jpg,2, A view down a street with buildings on either side .,,,,,,,
4464415997.jpg,3, People walk down a narrow European street .,,,,,,,
4464415997.jpg,4, A shopping court in a city somewhere .,,,,,,,
4464425799.jpg,0, A man is holding his modified tricycle ,,,,,,,
4464425799.jpg,1, A man in a green sweatshirt and jeans pushes a bike with a cart attached to it down a street .,,,,,,,
4464425799.jpg,2, A man wearing a green shirt and a black sleeveless jacket is standing next to a tricycle,,,,,,,
4464425799.jpg,3, A man is pushing a bicycle powered cart down the brick street .,,,,,,,
4464425799.jpg,4, A man in a green shirt pushes a strange wheeled cart .,,,,,,,
4464499575.jpg,0, A male college student wearing a red shirt is looking through a microscope while two of his classmates watch .,,,,,,,
4464499575.jpg,1, young students examine a specimen on a dissecting microscope during biology laboratory class .,,,,,,,
4464499575.jpg,2, Three male students work in a lab with one of them looking through a microscope .,,,,,,,
4464499575.jpg,3, Three male students ,,,,,,,
4464499575.jpg,4, Three men observe a specimen under a microscope .,,,,,,,
446471467.jpg,0, A group of women walking down the sidewalk in the early morning or evening hours ,,,,,,,
446471467.jpg,1, A group of friends walking down the sidewalk .,,,,,,,
446471467.jpg,2, A group of people waking down a city street .,,,,,,,
446471467.jpg,3, A group of women is walking on a sidewalk .,,,,,,,
446471467.jpg,4, There are people on the sidewalk .,,,,,,,
446471477.jpg,0, Three girls are sitting in a car and smiling back at the camera which is in the backseat looking towards the front of the car .,,,,,,,
446471477.jpg,1, Three woman look back at the camera that 's in the rear seat of a van as the driver drives down the road .,,,,,,,
446471477.jpg,2, Three girls ,,,,,,,
446471477.jpg,3, Three women in a vehicle are looking back and smiling .,,,,,,,
446471477.jpg,4, Group of people in car looking back at camera .,,,,,,,
4464792562.jpg,0, Safe sex advocate handing out free condoms with verbal instructions on how to use .,,,,,,,
4464792562.jpg,1, A woman with a black coat and carrying a folded up flag is talking to a man .,,,,,,,
4464792562.jpg,2," Woman with an "" Obamacondoms.com "" board talks to a man on the street .",,,,,,,
4464792562.jpg,3, A woman with long dark hair is speaking to a man in a brown coat .,,,,,,,
4464792562.jpg,4, A red-haired woman in a black coat in front of a sign .,,,,,,,
4464793378.jpg,0, A man dressed in jeans and a black jacket is sitting down while smoking a cigarette and checking his mobile device .,,,,,,,
4464793378.jpg,1, An elderly man wearing a black jacket and blue jeans is sitting on a bench while looking at his phone .,,,,,,,
4464793378.jpg,2, A man sits down on a chair ,,,,,,,
4464793378.jpg,3, An old man is sitting down in the street .,,,,,,,
4464793378.jpg,4, A man is sitting outside on a chair .,,,,,,,
4464956230.jpg,0, A woman in an off-white sweater is reading an article in the ' Taste ' section of a paper .,,,,,,,
4464956230.jpg,1, A woman in a gray sweater sits at a modern table reading a newspaper .,,,,,,,
4464956230.jpg,2, An aerial shot of a woman reading a newspaper in a cafeteria .,,,,,,,
4464956230.jpg,3, A woman is reading a magazine while sitting at a table .,,,,,,,
4464956230.jpg,4, A woman sits alone at a table ,,,,,,,
4465093007.jpg,0, A man in a white shirt yells and throws up his fists as he is being carried by a group of people at a gathering .,,,,,,,
4465093007.jpg,1, A young man at a party shouts out ,,,,,,,
4465093007.jpg,2, A man in a white shirt with a mustache is crowd surfing .,,,,,,,
4465093007.jpg,3, A man wearing a white shirt and he is having fun,,,,,,,
4465093007.jpg,4, A man in a white t-shirt is cheering .,,,,,,,
446514680.jpg,0, Two brown dogs wearing red collars look at each other while running along a dirt field .,,,,,,,
446514680.jpg,1, Two large brown short-haired dogs with collars play chase in a field .,,,,,,,
446514680.jpg,2, Two brown dogs are fighting and they are both wearing red .,,,,,,,
446514680.jpg,3, Two brown dogs rough house outside .,,,,,,,
446514680.jpg,4, two dogs play together .,,,,,,,
4465359505.jpg,0, A Barber with glasses is standing at his counter while another man is waiting in the barber chair .,,,,,,,
4465359505.jpg,1, A barber and a seated client in a barber shop hung with bright ,,,,,,,
4465359505.jpg,2, An older man is cutting the hair of a customer in his barber shop with floral walls .,,,,,,,
4465359505.jpg,3, A man is sitting in a barber chair with a barber standing next to him .,,,,,,,
4465359505.jpg,4, A man is sitting in a chair while the barber readies his tools .,,,,,,,
4465470971.jpg,0, On a rainy day ,,,,,,,
4465470971.jpg,1, A biker wearing a helmet and a red coat is raising his bike above his head with both hands .,,,,,,,
4465470971.jpg,2, A man lifts his bicycle over his head with a smile near a rainy and busy street .,,,,,,,
4465470971.jpg,3, A man wearing a red windbreaker holds up his bicycle and is smiling .,,,,,,,
4465470971.jpg,4, A man in a red jacket smiles as he holds a bicycle over his head .,,,,,,,
4465482078.jpg,0, A man in blue jeans rests on his back on a rocky ground ,,,,,,,
4465482078.jpg,1, A man in a blue shirt is laying on rocks in the sun .,,,,,,,
4465482078.jpg,2, A man in a blue shirt and jeans is laying on rocks .,,,,,,,
4465482078.jpg,3, The man in the blue shirt is relaxing on the rocks .,,,,,,,
4465482078.jpg,4, A man in jeans and a blue shirt laying in the sun .,,,,,,,
4465857504.jpg,0, A woman with long ,,,,,,,
4465857504.jpg,1, Man with long black hair using a mic in the midst of a musical performance as the crowd watches .,,,,,,,
4465857504.jpg,2, A woman speaks into a microphone at a social gathering .,,,,,,,
4465857504.jpg,3, A dark-haired man is singing while a woman looks on .,,,,,,,
4465857504.jpg,4, someone is singing at a party .,,,,,,,
4465873363.jpg,0, A man wearing black is riding a three-wheeled bicycle down a busy city street .,,,,,,,
4465873363.jpg,1, City traffic passes by a man riding his bicycle through the streets .,,,,,,,
4465873363.jpg,2, lot of cars on the street ,,,,,,,
4465873363.jpg,3, That 's a lot of traffic to be riding his bike in .,,,,,,,
4465873363.jpg,4, A man bikes in a busy street during the day .,,,,,,,
4465873365.jpg,0, A person rides a trike with a green and gray building that has work casual written on it in the background .,,,,,,,
4465873365.jpg,1, An older woman rides a bicycle across the street in front of a large green building .,,,,,,,
4465873365.jpg,2, A blue car passes through the intersection at the same time as the man on the bike .,,,,,,,
4465873365.jpg,3, A man is riding a bike on a city street in front of a green building .,,,,,,,
4465873365.jpg,4, A person in black riding a three wheeled bike .,,,,,,,
4465902203.jpg,0, A lady in a black dress ,,,,,,,
4465902203.jpg,1, An attractive young lady out in public is glancing sideways at something off-camera .,,,,,,,
4465902203.jpg,2, A beautiful woman in a black dress is walking on the street .,,,,,,,
4465902203.jpg,3, A woman in a black dress is walking in the street .,,,,,,,
4465902203.jpg,4, A brunette wearing a little black dress walking .,,,,,,,
4466251271.jpg,0, A group of people standing outside next to a tree and some chairs ,,,,,,,
4466251271.jpg,1, A crowd gathered near a tree and listened as a man wearing shorts and a bandanna ,,,,,,,
4466251271.jpg,2, Man in backpack in tight gray biker shorts bent over .,,,,,,,
4466251271.jpg,3, Several men and women gather at a sporting event .,,,,,,,
4466251271.jpg,4, A group of people standing by a tree .,,,,,,,
4466645345.jpg,0, A view from a hidden camera at a low height shows a man and a woman standing under an umbrella mounted on the back of a three wheeled bicycle with a cart on the back .,,,,,,,
4466645345.jpg,1, Two men in coats are talking under an umbrella .,,,,,,,
4466645345.jpg,2, A cart with an umbrella sits between two men .,,,,,,,
4466645345.jpg,3, A person is talking to a newspaper salesman .,,,,,,,
4466645345.jpg,4, Two men are conversing with one another .,,,,,,,
4466830443.jpg,0, A man in a helmet ,,,,,,,
4466830443.jpg,1, A cyclist in an orange coat and a helmet rides a bicycle across pavement .,,,,,,,
4466830443.jpg,2, A man wearing a red coat is riding a bike with a backpack on .,,,,,,,
4466830443.jpg,3, A man in a red jacket and helmet is riding a bike .,,,,,,,
4466830443.jpg,4, An adult in an orange jacket is riding a bicycle .,,,,,,,
4467029654.jpg,0, A photo of a boy in a red shirt riding a bicycle with a group of people standing under a tree in the background .,,,,,,,
4467029654.jpg,1, An African-American male youth is riding a green bicycle while other people are looking at pictures on a board .,,,,,,,
4467029654.jpg,2, This young African-American man rides his bicycle on a dirt road .,,,,,,,
4467029654.jpg,3, A boy riding a bike on a dirt road .,,,,,,,
4467029654.jpg,4, A boy in a red shirt riding a bike .,,,,,,,
4467098318.jpg,0, A line of antique cars are parked on a city block where a policeman snaps a picture of a sports car .,,,,,,,
4467098318.jpg,1, people are looking at the antique cars ,,,,,,,
4467098318.jpg,2, A man in a strange uniform taking a photo of an old-fashioned red sports car .,,,,,,,
4467098318.jpg,3, A car gets ticketed for a parking violation .,,,,,,,
4467098318.jpg,4, People looking at a car exhibit .,,,,,,,
4467116231.jpg,0, An Indian family stands together ,,,,,,,
4467116231.jpg,1, A group of people with two children standing in water up to their ankles .,,,,,,,
4467116231.jpg,2, Several people are standing in shallow water .,,,,,,,
4467116231.jpg,3, An indian family looks out over the water .,,,,,,,
4467116231.jpg,4, A family standing in shallow water .,,,,,,,
446714977.jpg,0, Three men with guitar-like instruments and a woman perform on a small stage .,,,,,,,
446714977.jpg,1, Four piece band practicing before the nightclub opens .,,,,,,,
446714977.jpg,2, Four men are playing instruments on stage .,,,,,,,
446714977.jpg,3, Four musicians playing guitars in a club .,,,,,,,
446714977.jpg,4, A four player band plays on stage .,,,,,,,
4467161305.jpg,0, A man in a yellow hard hat leans against a ledge and a man stands on scaffolding in the distance at a construction site .,,,,,,,
4467161305.jpg,1, Two men in the construction industry are surveying their work space .,,,,,,,
4467161305.jpg,2, A man with a yellow hat on is leaning on a wall of some sort .,,,,,,,
4467161305.jpg,3, Construction worker looking over the job site .,,,,,,,
4467161305.jpg,4, Two construction workers at a job site .,,,,,,,
4467223071.jpg,0, People walk up steps from a large subway station while others stare from the ledge above them .,,,,,,,
4467223071.jpg,1, Several people are walking up cement steps while two young teenage boys stand above them .,,,,,,,
4467223071.jpg,2, three people walking up stairs and two additional people standing on a ledge,,,,,,,
4467223071.jpg,3, People mount a broad ,,,,,,,
4467223071.jpg,4, Several people walking up a set of outdoor stairs .,,,,,,,
4467403927.jpg,0, A boy in a black jacket and tan hat is running down a sidewalk .,,,,,,,
4467403927.jpg,1, A child in a black coat runs across a graffiti covered bridge .,,,,,,,
4467403927.jpg,2, Child in a black jacket with a white hood running .,,,,,,,
4467403927.jpg,3, A child runs down an elevated walkway in a city .,,,,,,,
4467403927.jpg,4, A small child running down a bridge .,,,,,,,
4467431522.jpg,0, A man and woman with blond-hair stand behind a display of flowers .,,,,,,,
4467431522.jpg,1, A woman buying flowers from a man in a flower stand .,,,,,,,
4467431522.jpg,2, A man and woman who are trying to sell flowers .,,,,,,,
4467431522.jpg,3, A flower stand ,,,,,,,
4467431522.jpg,4, Two people are standing in a flower shop .,,,,,,,
4467442740.jpg,0, A person dressed in black is walking eleven dogs on a sidewalk .,,,,,,,
4467442740.jpg,1, A person wearing black clothing walking many dogs .,,,,,,,
4467442740.jpg,2, One man is walking 11 dogs at the same time .,,,,,,,
4467442740.jpg,3, A picture of a guy walking some dogs .,,,,,,,
4467442740.jpg,4, Man in black walking a lot of dogs .,,,,,,,
4467525810.jpg,0, Three beautiful woman are walking ,,,,,,,
4467525810.jpg,1, Three long-haired women in short dresses walk together laughing and smiling .,,,,,,,
4467525810.jpg,2, Three women wearing blue walk along a sidewalk while laughing and smiling .,,,,,,,
4467525810.jpg,3, a trio of girls dressed to go to a party,,,,,,,
4467525810.jpg,4, Three women in blue are walking .,,,,,,,
4467543993.jpg,0, Woman in a black jacket with silver glasses smiles while on a subway .,,,,,,,
4467543993.jpg,1, 2 guys and a woman riding on a subway watching something funny .,,,,,,,
4467543993.jpg,2, A sitting woman is laughing beside a man in a blue jacket .,,,,,,,
4467543993.jpg,3, A man and a woman riding a train .,,,,,,,
4467543993.jpg,4, Three people seated on a subway .,,,,,,,
4467634558.jpg,0, Three young children consisting of two girls and a boy who is holding an apple with a bite out of it ,,,,,,,
4467634558.jpg,1, two little girls ,,,,,,,
4467634558.jpg,2, Three children pose for a photograph by a rock .,,,,,,,
4467634558.jpg,3, Three children pose outdoors on a hike .,,,,,,,
4467634558.jpg,4, children sitting on rock in the desert,,,,,,,
4467895568.jpg,0, A man in a white athletic shirt drinks from a cup ,,,,,,,
4467895568.jpg,1, A group of boys wearing sleeveless white shirts ,,,,,,,
4467895568.jpg,2, Several people in one location with running outfits on and numbers on their chest .,,,,,,,
4467895568.jpg,3, Many men and women dressed in shirts with numbers on them .,,,,,,,
4467895568.jpg,4, A group of marathon runners enjoy water at night .,,,,,,,
4467946265.jpg,0, A blond-haired lady with a gray tank top and jeans is holding her phone while she puts her other hand through her hair while a dark-haired lady walks next to her .,,,,,,,
4467946265.jpg,1, A young girl wearing gray while playing with her phone .,,,,,,,
4467946265.jpg,2, A blond girl and brunette girl walking .,,,,,,,
4467946265.jpg,3, A blond girl is holding her cellphone .,,,,,,,
4467946265.jpg,4, Two girls are walking together .,,,,,,,
4468251915.jpg,0, Several men are working on a house while using tools like ladders ,,,,,,,
4468251915.jpg,1, Three men working on a roof ,,,,,,,
4468251915.jpg,2, There are 4 men working on the roof of a house .,,,,,,,
4468251915.jpg,3, A crew of workers replacing an old roof .,,,,,,,
4468251915.jpg,4, Four men tearing off A Roof .,,,,,,,
4468307489.jpg,0, Little boy in a black hockey sweater ,,,,,,,
4468307489.jpg,1, A young boy in a black shirt is raking dirt in a yard .,,,,,,,
4468307489.jpg,2, A boy wearing a hockey sweatshirt is raking the yard .,,,,,,,
4468307489.jpg,3, A young boy works the soil in his yard .,,,,,,,
4468307489.jpg,4, A boy raking the soil to cultivate .,,,,,,,
4468388551.jpg,0, A man dressed up in costume as a soldier getting prepared for battle .,,,,,,,
4468388551.jpg,1, A re-enactment actor in a white shirt brandishing two flintlocks .,,,,,,,
4468388551.jpg,2, a man dressed in a frontier uniform is holding a rifle .,,,,,,,
4468388551.jpg,3, A man with a black hat is walking with a riffle .,,,,,,,
4468388551.jpg,4, A man dressed as a soldier carrying guns .,,,,,,,
4468535383.jpg,0, A little girl with blond pigtails is being held upside down by a blond woman with a ponytail .,,,,,,,
4468535383.jpg,1, A woman wearing glasses holds a young girl upside down with the sunlight beaming behind them .,,,,,,,
4468535383.jpg,2, Happy mom flipping her daughter around and both smiling ear to ear .,,,,,,,
4468535383.jpg,3, Woman is playing with a young girl ,,,,,,,
4468535383.jpg,4, A blond woman tips a young blond girl upside-down .,,,,,,,
4468542868.jpg,0, A female dancer stands on-stage behind a male dancer and both extend their left arm .,,,,,,,
4468542868.jpg,1, A male and a female in lightly colored clothing are dancing .,,,,,,,
4468542868.jpg,2, Two Asian people strike a graceful pose .,,,,,,,
4468542868.jpg,3, A man and a woman perform a dance .,,,,,,,
4468542868.jpg,4, Two performers striking a pose .,,,,,,,
4469010721.jpg,0, A man standing in the road wearing a black jacket ,,,,,,,
4469010721.jpg,1, A man is standing in a road with some kind of tower behind him enveloped in fog .,,,,,,,
4469010721.jpg,2, Middle-aged man ,,,,,,,
4469010721.jpg,3, A many deciding if he should continue with the fog being so thick .,,,,,,,
4469010721.jpg,4, A man wearing a black leather jacket standing in a road .,,,,,,,
446901798.jpg,0, Volunteers are in this picture with their dog searching for a missing girls last known playing in the woods .,,,,,,,
446901798.jpg,1, A woman in a purple and blue tie-dye shirt with a peace sign on it is walking her dog in a forest .,,,,,,,
446901798.jpg,2, A woman wearing a shirt with a peace sign walking in the park .,,,,,,,
446901798.jpg,3, Woman with peace sign t-shirt walks dog on forested path .,,,,,,,
446901798.jpg,4, There is an old caucasian women with a black shaggy dog .,,,,,,,
446902008.jpg,0, A curly headed child poses for a picture on the top side of a huge rock .,,,,,,,
446902008.jpg,1, A child with jeans and no shirt sits at the top of a mound of rocks .,,,,,,,
446902008.jpg,2, A young boy with no shirt sits on top of a large mound of rocks .,,,,,,,
446902008.jpg,3, A shirtless young boy sits on the top of a pile of rocks .,,,,,,,
446902008.jpg,4, A young boy sitting on a rock pile .,,,,,,,
446902206.jpg,0, The woman in the purple shirt and gray pants is taking the black dog and a child with an orange shirt and a girl with a gray shirt out for a walk .,,,,,,,
446902206.jpg,1, An elderly woman , and a black furred dog walking on a dirt road in a forest .,,,,,,
446902206.jpg,2, A grandmother and two of her grandchildren taking the dog for a walk in the woods .,,,,,,,
446902206.jpg,3, Three people walk through the woods with their small black dog .,,,,,,,
446902206.jpg,4, A woman walks a black dog down a dirt path with two children .,,,,,,,
446902282.jpg,0, A boy in a red shirt walks through a trail followed by an elderly woman dressed in tan clothes .,,,,,,,
446902282.jpg,1, A older woman and a young boy are enjoying a hike on a trail .,,,,,,,
446902282.jpg,2, A woman and kid are taking a walk on a trail .,,,,,,,
446902282.jpg,3, A woman and a boy enjoying a walk in woods .,,,,,,,
446902282.jpg,4, Two people are walking in the woods .,,,,,,,
446907949.jpg,0, A woman wearing a blue shirt and a shirtless little boy are walking through a forest .,,,,,,,
446907949.jpg,1, A woman and a younger child are walking in the woods .,,,,,,,
446907949.jpg,2, A mother and her child hiking in the woods .,,,,,,,
446907949.jpg,3, Two people are walking through the woods .,,,,,,,
446907949.jpg,4, A woman and child hiking during the day .,,,,,,,
446908917.jpg,0, A woman in a light purple shirt is walking next to a maroon van with a motor home behind it at a campground .,,,,,,,
446908917.jpg,1, A woman in a purple shirt and light green pants outside a camper in a forested area,,,,,,,
446908917.jpg,2, A woman walking by a minivan and camper in the woods .,,,,,,,
446908917.jpg,3, Older woman exits popup trailer hooked to red van .,,,,,,,
446908917.jpg,4, A woman stands next to a trailer and a red car .,,,,,,,
4469153514.jpg,0, A group of children climb on a play structure while caretakers watch on .,,,,,,,
4469153514.jpg,1, Children are playing on a playground set with one another .,,,,,,,
4469153514.jpg,2, Kids on a set of red monkey bars .,,,,,,,
4469153514.jpg,3, Children playing in a playground .,,,,,,,
4469153514.jpg,4, Girls and boys playing around .,,,,,,,
4469164358.jpg,0, A bearded middle-aged man is dressed in a costume with a three-cornered hat and long shirt while holding a rifle across his arm .,,,,,,,
4469164358.jpg,1, Here is a picture of a man dressed in clothing form the 1800 's and looks a lot like George Washington .,,,,,,,
